,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,0.7893333333333332,0.761,0.9363130075676137,0.5168809625319701,0.9641271233558655,0.7992290606016558,0.8928383365546305,0.9173258251826358,1.0,0.9841468922874475,0.814,0.789,0.9230814738756046,0.5025497512834679,0.9955188632011414,0.8003014551266857,0.9903285956208683,0.9994042883124699,1.0,1.0,0.7873333333333333,0.75,0.9403847297428678,0.9999999995275443,0.9979323148727417,0.7970567814500741,0.8517156631270691,0.9989176670620308,1.0,1.0,0.85,0.777,0.9317403148464329,0.5153314126500048,0.9987013936042786,0.7976787978459304,0.8849176523210572,0.9081999294981986,1.0,0.981037601801786,0.822,0.704,0.8533377185697667,0.9952188908190508,0.9635220766067505,0.7781315725465758,0.7175555721900293,0.9999998834659846,0.0,1.0,0.93,0.882,0.4315836802867425,0.9438755685106464,0.9994271993637085,0.8247780952763054,0.6043705003307754,0.6166077484600634,1.0,1.0,0.896,0.829,0.8183891155305371,0.6485134636199421,0.9405496716499329,1.0,0.743437466941403,0.7588219639389898,1.0,0.9991073692721174,0.764,0.746,0.6082621112675507,0.9238614093870723,0.9643304944038391,0.8059123034458643,0.6373566348646347,0.9987925379321766,1.0,1.0,0.774,0.73,0.821497029072182,0.5759000825918063,0.9977273344993591,0.800018716150629,0.6863154316837328,0.8209917623054106,1.0,0.9875211753146474,0.844,0.744,0.873855247891703,0.9925596782708328,0.99664705991745,0.76234966243853,0.6829245420312603,0.9998871678106744,1.0,1.0,0.934,0.938,0.9719853246135209,0.7485320849891604,0.9995037317276001,1.0,0.8012509534575132,0.9524358421273202,1.0,0.9997305729948135,0.95,0.917,0.7623025343959805,0.939011533753492,0.9999241232872009,1.0,0.7123262986430688,0.998101880369613,1.0,1.0,0.848,0.81,0.915244796549922,0.9999999999999909,0.987580418586731,0.8070973236477174,0.8034178160857415,0.9999999999999999,1.0,1.0
1,0.908,0.892,0.9873484662289208,0.5580112712312406,0.9975887537002563,1.0,0.8984028987399839,0.9509494620496411,1.0,0.9986418717877158,0.6836666666666668,0.771,0.9306547311588447,0.5093137582504121,0.9816343188285828,1.0,0.7883972802954295,0.9996393465064426,1.0,1.0,0.7715,0.808,0.9294438804042864,0.9999995670081626,0.9648586511611938,1.0,0.941412065596409,0.9999252003621335,1.0,1.0,0.924,0.884,0.9832447965620019,0.553259898492363,0.9985732436180115,1.0,0.9291002442246534,0.943759213990278,1.0,0.998022826904002,0.798,0.749,0.9031490432334996,0.9863018437419528,0.9834694266319275,1.0,0.6356503817873389,0.9999691538872116,1.0,0.9977529995784018,0.85,0.854,0.6704366437289427,0.9810297663888772,0.9826732277870178,0.6379708984131158,0.9189257066389228,0.9467560100047454,1.0,1.0,0.882,0.888,0.9421672355051751,0.8390086016600959,0.9973621368408203,1.0,0.9951334782417522,0.9161808068860479,0.0,0.9999999999482583,0.664,0.634,0.6242825726346576,0.9901225890097941,0.4983338713645935,0.7723250022787272,0.8038033272017684,0.9630241334817227,1.0,1.0,0.902,0.862,0.9729372432514833,0.7820709090499531,0.9958421587944031,1.0,0.9338885676881357,0.9741861074439689,1.0,0.9999986799266809,0.822,0.797,0.9205398386825125,0.9866739700723616,0.9983670711517334,1.0,0.7104013930661699,0.9999995714831431,1.0,0.011560204244164528,0.974,0.974,0.9772057594145803,0.852442349166191,0.9999123811721802,1.0,0.9411686301647111,0.9867790352914035,1.0,0.9999989728949233,0.868,0.824,0.9406230781257785,0.993914137507996,0.9939060807228088,1.0,0.9275570274769376,0.9978220324119719,1.0,1.0,0.848,0.843,0.9434822272960466,0.9999999146477438,0.9979591965675354,1.0,0.6987888555750299,0.9999852622518965,1.0,2.7284856289967136e-72
2,0.8945,0.911,0.9409134478713558,0.5571418496769611,0.9516090154647827,1.0,0.890225808652402,0.9192372016921622,1.0,0.9948158329316302,0.84,0.82,0.9635127061327885,0.5080993779216881,0.9988298416137695,1.0,0.9685362358807148,0.9791874552910094,1.0,1.0,0.7053333333333334,0.785,0.9518365590589388,0.9999349430216641,0.9952918291091919,1.0,0.8220229608222969,0.9998736147519388,1.0,1.0,0.8953333333333334,0.884,0.9284050342578479,0.5535492276763618,0.985501229763031,1.0,0.8701851425478282,0.9142109643422021,1.0,0.9936977117411347,0.744,0.782,0.8806201832695856,0.9956493757196648,0.8154189586639404,1.0,0.8518062819036449,0.9999999999991631,0.0,1.0,0.968,0.974,0.662306125531104,0.9094402786272473,0.9987002015113831,0.7792688273464756,0.9065143993444248,0.8130535018278513,1.0,1.0,0.988,0.994,0.9291493940096545,0.8319617747672059,0.9974387884140015,1.0,0.9656844123546593,0.9238155454090771,1.0,0.9999999997957474,0.824,0.81,0.6778412712948635,0.9970736200728542,0.9670508503913879,0.8041442336442032,0.7922163027556237,0.9962338342993698,1.0,1.0,0.996,0.97,0.9395458161040846,0.7334937887880377,0.995568573474884,1.0,0.9151435812997784,0.8775684685385909,1.0,0.9999992093116816,0.916,0.916,0.878648654874205,0.9956311047316697,0.9923044443130493,1.0,0.9140650763233125,0.9999379065759397,1.0,1.0,0.998,1.0,0.9840552288023752,0.8766742029798382,0.9995864033699036,1.0,0.9100764161863402,0.9836177684299835,1.0,0.9999999236658283,0.948,0.946,0.8717720035283812,0.9781209848896671,0.9995430111885071,1.0,0.8236671781610189,0.9952890688127348,1.0,1.0,0.69,0.838,0.910236475166014,0.9999999997495028,0.8157492876052856,1.0,0.6950638609293984,0.9999999999921394,1.0,1.0
3,0.952,0.792,0.9405518910623483,0.5377398258325391,0.9858371615409851,1.0,0.7413430852346324,0.8175155389838118,1.0,0.9908835583678565,0.902,0.782,0.938144638657802,0.5051740151418067,0.9991325736045837,1.0,0.7529706361234334,0.9357334665139706,1.0,1.0,0.71,0.71,0.9534817030818233,0.9999930502960078,0.9875356554985046,1.0,0.743495809287825,0.9999803033906143,1.0,1.0,0.914,0.828,0.9290774504359992,0.536308612898845,0.986686646938324,1.0,0.7467602851395575,0.8213603419275998,1.0,0.9892625040806011,0.782,0.808,0.8372838826364577,0.9997033784167157,0.9593155980110168,1.0,0.9476396632251345,0.9999999998385309,1.0,1.0,0.912,0.911,0.5202694460297834,0.8132873996510432,0.9991721510887146,0.5547485164872413,0.6482899545807803,0.9045232413941859,1.0,1.0,0.936,0.892,0.7847016164187858,0.6864256345472801,0.9768623113632202,1.0,0.7056144362032089,0.7865308726935103,1.0,0.9999978537685773,0.75,0.824,0.6399507094744793,0.9682113665468617,0.8311814665794373,0.6216045012026086,0.7627837008084826,0.9958765649562664,0.0,1.0,0.872,0.824,0.8235436343514096,0.6368902562547689,0.9860748052597046,1.0,0.7055838951186875,0.7367303356585471,1.0,0.9999273289794586,0.802,0.858,0.8455224096828057,0.9996057329195026,0.9775616526603699,1.0,0.9557240712927316,1.0,0.0,1.0,0.982,0.98,0.9760243228765116,0.8753090503899381,0.999147355556488,1.0,0.8741575209050049,0.9877275027996795,1.0,0.9999998809616741,0.908,0.906,0.9445053417995507,0.9832656930278472,0.9994506239891052,1.0,0.9640465472106918,0.9989188682364775,1.0,1.0,0.702,0.804,0.8786315129753248,1.0,0.6174712181091309,1.0,0.9672770978708205,1.0,0.0,1.0
4,0.68,0.691,0.7677980084495053,0.5184674351233296,0.9494400024414062,1.0,0.7199484440481323,0.8469127648905683,0.0,0.958671956173944,0.535,0.524,0.6210154155886342,0.5031908248967902,0.946317732334137,1.0,0.7327052474906892,0.9804732568871358,1.0,9.352247784080681e-14,0.528,0.535,0.6245628969274772,0.917743970147215,0.10886001586914062,0.5989664235030755,0.6469115345818479,0.8200850366998119,0.0,0.006412959327634943,0.678,0.707,0.7380798251232774,0.5188453585803663,0.8972617983818054,1.0,0.7244033964805172,0.8368260424585932,1.0,0.9629977713764168,0.5293333333333333,0.498,0.4595938052324781,0.5836141600356813,0.8444252014160156,0.20090181483258152,0.7718443113121066,0.8993068926570822,0.0,2.0044015409521583e-05,0.604,0.536,0.378044022962099,0.8327274051818165,0.9756454825401306,0.22599123450373865,0.4766665539796856,0.2587447133719847,1.0,0.9999951117905641,0.71,0.618,0.6044214757085421,0.5357975669617757,0.9952051639556885,0.6165651236262276,0.5558055612567607,0.5831335017945156,1.0,0.9290669618618125,0.226,0.337,0.4794704007478756,0.0011943673272034605,0.06726646423339844,0.5877858067925416,0.43110086456776464,0.39105237111590396,0.0,0.9999981931389196,0.5011333333333334,0.47,0.49227055298431144,0.4834683464787065,0.907332181930542,0.3916259909609951,0.5218882462467802,0.5369662771254569,0.0,0.14228432794390128,0.452,0.45,0.4200678509450529,0.5562126991509925,0.9476042985916138,0.4009249533660086,0.43905974094962485,0.7251908775681737,1.0,4.286146011407843e-07,0.7993333333333333,0.806,0.9651171172549052,0.6543264805453863,0.9977647662162781,0.807486011906914,0.6740469445125818,0.9232470429304681,0.0,0.9800888273999641,0.835,0.84,0.861116983789196,0.9834684838636608,0.9954920411109924,0.815408158103893,0.7454174798632737,0.9943490177609471,1.0,0.9999999999998295,0.6395,0.629,0.5437875066853217,0.9998552097896508,0.8561356663703918,0.599484841067151,0.5199332445441562,0.9309369361664136,1.0,1.1114883925114162e-121
5,0.862,0.888,0.8729076789996079,0.517042873539869,0.9922070503234863,1.0,0.6492908410685359,0.7621800083128718,1.0,0.9793790078770216,0.869,0.87,0.9229582403431994,0.5025995418965593,0.9955219626426697,0.8178181401907857,0.7642215073393983,0.9985040334755665,1.0,1.0,0.795,0.842,0.9312987931295273,0.9999999875463303,0.9823120832443237,1.0,0.9868682168075079,0.9999968108259963,0.0,1.0,0.902,0.868,0.8882019432154126,0.5182096776982866,0.9967265129089355,1.0,0.6790999404002862,0.8152032657678808,1.0,0.9771094112176455,0.722,0.708,0.8024668862249305,0.9991396599198722,0.8467115163803101,0.4132727031358314,0.7025687350335208,0.9999985389033461,1.0,1.0,0.87,0.894,0.5752624776036448,0.7608525366293079,0.983820915222168,1.0,0.5705449698805303,0.4414219428384327,1.0,1.0,0.818,0.81,0.7037919848044123,0.5828491936479764,0.8922132253646851,1.0,0.5938874163088714,0.6715421164827351,1.0,0.9993704560481423,0.816,0.754,0.7065474720655505,0.9763206434303654,0.939943790435791,0.19193026154561452,0.7347232060022104,0.9999528668257306,1.0,1.0,0.684,0.706,0.6912377344434869,0.5555670330839331,0.9646325707435608,0.8037853135723108,0.5675132291784081,0.5826296027025568,0.0,0.9953375446901044,0.726,0.726,0.8176033769652088,0.9981395957936323,0.9833028316497803,0.6128371513932365,0.6885764227195659,0.9999999952013953,1.0,1.0,0.746,0.748,0.7102555414970154,0.6031786280148551,0.9892259836196899,1.0,0.659812125165911,0.6704945367235242,1.0,0.9414274621060008,0.919,0.836,0.8571185032681002,0.9373217999407563,0.9991260766983032,1.0,0.7649049696408308,0.9750028822621386,1.0,0.9999999999993037,0.914,0.87,0.8466190712608519,0.7602454826292899,0.9955472350120544,0.8136097883419782,0.9186504668352098,0.9999999999898623,1.0,1.0
6,0.3466666666666666,0.34,0.1417845511286356,0.4570974993789011,0.0896000862121582,0.6103556293307478,0.38619869555035047,0.2493824718759995,0.0,0.35175158176862514,0.4046666666666667,0.503,0.27559581296398256,0.4940183473627161,0.07186281681060791,0.597253999135753,0.4384374486434871,0.12254415408328323,0.0,0.9992310017698096,0.5311666666666668,0.484,0.2032233065290035,0.4011316399264254,0.27236688137054443,0.401244180903236,0.2665038812013679,0.18537223086789967,0.0,3.7528453137462316e-06,0.31360000000000005,0.345,0.1472942791971379,0.45902588022919666,0.1315150260925293,0.6080156771051722,0.35631168253553047,0.19551119666671224,1.0,0.29785322026520106,0.5363333333333332,0.473,0.3669037544022873,0.2703178686691665,0.8550819158554077,0.6101066366376179,0.35825312835629064,0.019984362205991202,0.0,0.020809202889450137,0.342,0.313,0.35467006288909325,0.2623090608022467,0.2611100673675537,0.1755658243758794,0.42084744557554776,0.1518956408575367,1.0,5.083591966144622e-34,0.396,0.43,0.38188145399695567,0.42188229867629523,0.49160778522491455,0.5783069863590116,0.4640859392929112,0.42245196975850063,0.0,0.00034719641632028714,0.7038333333333334,0.731,0.696227383798775,0.7051350627009045,0.9665437936782837,0.5992184091053866,0.885784046447607,0.7101295349284078,1.0,0.999999999942986,0.422,0.426,0.36101667720938635,0.4472076074304018,0.695679783821106,1.0,0.4814585108990842,0.41250891171798665,0.0,0.0524432831319407,0.6417999999999999,0.639,0.40729898188929936,0.254963479339388,0.968950092792511,0.43332203356126087,0.5929238088012279,0.06458562853574423,0.0,0.0061953391207204694,0.418,0.426,0.2506398462557326,0.48452224297119517,0.16968148946762085,0.1978858174133981,0.5253596001259884,0.40047893028402914,0.0,0.5359903668007931,0.439,0.537,0.6719484027175012,0.7779826383135697,0.058192670345306396,0.8014277277590952,0.5768969844755332,0.5523128227136112,0.0,0.9999940161748074,0.5153333333333333,0.487,0.3424350306052122,0.8243020628076022,0.4642489552497864,0.6103781482330091,0.4349716662577203,0.06238462310356663,0.0,3.7562559003180004e-93
7,0.862,0.814,0.8120492194130675,0.5138003680180161,0.9869978427886963,1.0,0.5979389833395201,0.6548039489958941,1.0,0.9812947619096491,0.826,0.811,0.8189657843114713,0.5019393522326784,0.9722524881362915,0.8270728528091393,0.6609070469397561,0.9890546521093141,1.0,1.0,0.814,0.764,0.8382585078644077,0.999999129881615,0.9936792850494385,0.8010214662376571,0.8974574235795606,0.9992779646097264,1.0,1.0,0.88,0.78,0.8407714814742638,0.5152773755641329,0.9692245721817017,1.0,0.6182469471459544,0.6924167563207682,1.0,0.9775081552282703,0.778,0.774,0.793550372384067,0.9982620769621765,0.9914121031761169,1.0,0.8367226628592894,0.9882584782134763,1.0,1.0,0.868,0.848,0.6663985720885033,0.6517442353161321,0.9674481749534607,0.8325976923127766,0.6237951036441395,0.7598579599462596,1.0,1.0,0.794,0.778,0.6869434377160577,0.5854965831877195,0.838852047920227,1.0,0.5652470363664452,0.6827358392157348,1.0,0.9998166904260279,0.768,0.772,0.7070451159063563,0.9260859703500576,0.9733272790908813,0.6081110140779462,0.6908588875620943,0.8061447726481037,1.0,1.0,0.766,0.706,0.7516371365828045,0.5836525530571608,0.9874725937843323,1.0,0.613357357596747,0.6251648112910954,1.0,0.999566254347809,0.792,0.772,0.8064680239703975,0.9980740470880217,0.9755158424377441,1.0,0.8420021820517192,0.9738925217249148,1.0,1.0,0.826,0.755,0.9533431627062563,0.69825779008978,0.9935089945793152,1.0,0.7509088676444571,0.9179894473330467,1.0,0.989168458669681,0.772,0.782,0.8260159382242641,0.935455332603334,0.9978141188621521,0.8095648708978794,0.6901371411904218,0.9754475046223571,1.0,0.9999999999989058,0.838,0.854,0.8268810549229486,0.9999999353843707,0.9768129587173462,1.0,0.9381168989708837,0.9999873836127775,1.0,1.0
8,0.836,0.827,0.935153847756228,0.5704589850196455,0.9930581450462341,1.0,0.9325181817043376,0.8915145821608447,1.0,0.9923629554399466,0.752,0.69,0.8628910833218837,0.5129579796163259,0.9964320063591003,1.0,0.9632277052369489,0.9940542286141333,1.0,1.0,0.808,0.746,0.8593204088121058,0.9999993825458529,0.9930747747421265,0.7968691799172978,0.8864524912125222,0.9999824233826534,1.0,1.0,0.874,0.826,0.9334317546836038,0.5689065641759306,0.9953364729881287,1.0,0.9225580075797613,0.8913246688884773,1.0,0.9912284617712129,0.88,0.814,0.9479393214683052,0.9767710445076684,0.9992648363113403,1.0,0.6795264390799999,0.9999999983397099,0.0,0.9999999997725979,0.854,0.936,0.7137037381117854,0.9044664104629274,0.9920658469200134,1.0,0.9177521620860564,0.943484815975149,1.0,1.0,0.93,0.952,0.9495636501927751,0.89479240887139,0.9771451950073242,1.0,0.8668245241602791,0.9459200176945629,1.0,0.9999999999992966,0.605,0.696,0.6317374997494741,0.9682447525969308,0.9182268977165222,0.8067775136566472,0.7218969877928872,0.06493766565996173,1.0,1.0,0.846,0.854,0.9321217587185429,0.7402951432688106,0.9962341785430908,1.0,0.9179942007567256,0.9224258713043703,1.0,0.9999954033798049,0.852,0.856,0.9513915499532577,0.9795815236516131,0.991374671459198,1.0,0.8477776550014653,0.9999992034462846,1.0,0.9999999052350192,0.852,0.884,0.9005984971602311,0.7343619806136925,0.9727892875671387,1.0,0.8431470527012177,0.9011824563609493,1.0,0.9996946840406371,0.832,0.796,0.8859915476183109,0.7302522322381879,0.9713433384895325,1.0,0.9502488259201823,0.6482366590994044,1.0,0.9999999994477662,0.904,0.894,0.977212836247216,0.9995693535695936,0.996933102607727,1.0,0.6651680459468111,0.9999456510884396,1.0,1.0
9,0.034,0.0,0.07282988434108081,0.4507229707507532,0.001676023006439209,0.0,0.18630539443896987,0.07560355019969511,0.0,0.16313773060861433,0.166,0.0,0.11640254885299825,0.49270569090117955,0.01096278429031372,0.0,0.2314770494738405,0.02038881749656629,0.0,4.777828715740456e-21,0.171,0.0,0.11936201892595089,0.01019403888157222,0.008118093013763428,1.7278590660063964e-08,0.09359399652208966,0.0012573216314506475,0.0,3.050400133668766e-21,0.05,0.0,0.07419078148637084,0.4528700723011433,0.0030354857444763184,0.0,0.19016738849374704,0.07602874160058548,0.0,0.17568695494417302,0.15766666666666665,0.0,0.2866479897914411,0.13466413877547967,0.009291768074035645,0.0,0.4163843132659223,0.0598602638720892,0.0,0.008780507684990661,0.03,0.0,0.2378810302154469,0.08592169482345169,0.0017024874687194824,0.0,0.212999055020481,0.023883866542459442,0.0,7.49652031905863e-61,0.01,0.0,0.11678669061652379,0.26012738672914926,0.003966391086578369,0.0,0.22708003197713167,0.15737079982926472,0.0,1.0660000192144575e-07,0.2,0.0,0.5655158398280318,0.004823297596149967,0.010813772678375244,0.0,0.5659989553304843,0.6316052461561917,0.0,0.9999999989721573,0.0592,0.0,0.15452503236973353,0.24750699308212687,0.014855921268463135,0.0,0.14495029587966446,0.12416276780275137,0.0,6.053656912348779e-08,0.117,0.0,0.27762685085404554,0.154673237030023,0.003102540969848633,0.0,0.36435252259403905,0.13711105984799765,0.0,2.826616091992621e-06,0.066,0.0,0.10549622166891517,0.3663320470315109,0.003954946994781494,0.0,0.30916110611061776,0.13775464078086264,0.0,0.057483681574788656,0.084,0.0,0.13253328508587686,0.1603381850292891,0.0037998557090759277,0.0,0.2531251118862494,0.1826965197591709,0.0,3.633060804576922e-11,0.11433333333333334,0.0,0.24838099676545908,0.0016367251410506212,0.0043610334396362305,1.6922320498753134e-07,0.35467272336450584,0.005889071674101798,0.0,1.6660546389126119e-115
